"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32553","Verify Drag and Drop, Double Click and Hover","chromium","2026-06-07","broken","2026-06-07","","dragAndDrop.spec.ts","",""
